# LanguageTool-verified lower-case words that dictionary.dict calls nouns.
# Generated by .archive/german-language/scripts/derive_pos_fixes.py and
# consumed by scripts/fix_german_pos_flags.py, which *appends* the reading.
# word<TAB>part-of-speech
eingeräumt	verb
eingesperrt	verb
eingestellt	verb
eingetieft	verb
eingeweiht	verb
eingewölbt	verb
einhält	verb
einlud	verb
einsatzbereit	verb
einsetzt	verb
eintrifft	verb
einzige	adjective
elegant	verb
elektrische	adjective
empfiehlt	verb
enge	adverb
entfiel	verb
entlud	verb
entnommene	adjective
entschloss	verb
entsprach	verb
entspringt	verb
entspräche	adjective
entwarf	adverb
entzog	adverb
erbaut	verb
erbgutverändernd	adverb
erbracht	verb
erbt	verb
erfährt	verb
ergab	verb
erging	verb
ergriff	adverb
erhaltene	adjective
erhob	adverb
erinnere	adjective
erließ	verb
erlitt	verb
erlosch	adverb
ermächtigt	verb
erneut	verb
errang	adverb
erreicht	verb
erschlug	adverb
erschuf	verb
erstarkt	verb
erstere	adjective
ertrank	adverb
erwachsene	adjective
erwirbt	verb
erwähnenswert	verb
erzwang	adverb
erzwungene	adjective
ex	adverb
exakt	verb
existent	verb
exotherm	adverb
fasst	verb
fehlt	verb
fein	adverb
feine	adjective
fertiggestellt	verb
festgestellt	verb
feststand	adverb
fiese	adjective
fiktive	adjective
finale	adjective
fing	adverb
flexible	adjective
floh	adverb
flussab	adverb
flügge	adjective
folgend	adjective
fordert	verb
forscht	verb
fortan	adverb
fortbesteht	verb
freigelegt	verb
freigesetzt	verb
freigestellt	verb
from	adverb
fängt	verb
färbt	verb
fühle	adjective
fühlt	verb
füllt	verb
fünfeinhalb	adverb
gebliebene	adjective
gebogene	adjective
geborene	adjective
geborstene	adjective
gebundene	adjective
gefiel	verb
gegenseitige	adjective
gegenübergestellt	verb
gegenüberstand	adverb
gegenübersteht	verb
gehaltene	adjective
gehe	adverb
geladene	adjective
gelegene	adjective
geltend	adjective
gemessene	adjective
genoss	adverb
genug	adverb
gerade	adjective
gerechtere	adjective
geringfügige	adjective
gerne	adjective
geschaffene	adjective
geschmacksarm	adverb
gesehene	adjective
gesprochene	adjective
getan	adverb
gewesene	adjective
gewisse	adjective
gewordene	adjective
gezogene	adjective
glaubt	verb
gleichberechtigt	verb
gleichfalls	adverb
graubraun	adverb
grauschwarz	adverb
greift	verb
griechische	adjective
griff	adverb
große	adjective
großteils	adverb
größtenteils	adverb
halb	adverb
halbe	adjective
halbhoch	adverb
half	adverb
heimgesucht	verb
hellrosa	adverb
hellrot	verb
heran	adverb
herbei	adverb
herrsche	adjective
herum	adverb
hervorrief	adverb
heuert	verb
hieran	adverb
hierbei	adverb
hiermit	verb
hiervon	adverb
hilft	verb
hineinschob	adverb
hing	adverb
hinterließ	verb
hinterlässt	verb
hinzugefügt	verb
historian	adverb
hl	adverb
hob	adverb
hohe	adverb
höchst	verb
hölzerne	adjective
immerfort	verb
indigene	adjective
indoor	adverb
inklusive	adjective
inne	adverb
innere	adjective
instabile	adjective
intim	adverb
irgendjemand	adverb
irgendwo	adverb
iss	adverb
italienische	adjective
jahrzehntelang	adverb
jedermann	adverb
jedwede	adjective
jemals	adverb
jetzige	adjective
joint	verb
kahl	adverb
kalkarme	adjective
kaputt	verb
karge	adjective
katholische	adjective
kauft	verb
kausale	adjective
kehrt	verb
keilt	verb
keineswegs	adverb
klargestellt	verb
klaut	verb
klickt	verb
kommend	adjective
komplett	verb
konvex	adverb
korrupt	verb
krasse	adjective
kreidebleich	adverb
krönt	verb
kursiv	adjective
königliche	adjective
könne	adjective
kümmert	verb
kürzt	verb
lacht	verb
laminar	adverb
landwirtschaftliche	adjective
lange	adjective
language	adjective
lasse	adjective
lebend	adjective
legendäre	adjective
lehnt	verb
lehrt	verb
leistungsfähige	adjective
lenkt	verb
letztere	adjective
libysche	adjective
lieblose	adjective
liefernde	adjective
liefert	verb
liegend	adjective
linear	adverb
lineare	adjective
links	adverb
litt	adverb
live	adverb
lobt	adverb
lost	verb
lügt	verb
magnum	adverb
mangelnde	adjective
markant	verb
matt	adverb
mehrfache	adjective
meistens	adverb
mellitus	adverb
milde	adjective
mischt	verb
mitgekocht	verb
mitgeprägt	verb
mitgewirkt	verb
mitgibt	verb
mittelalterliche	adjective
mittlere	adjective
mobile	adjective
modernere	adjective
modulare	adjective
momentan	adverb
monetär	adjective
monotone	adjective
müde	adverb
mündig	adjective
mürbe	adjective
mütterlicherseits	adverb
na	adverb
nachspürt	verb
nahegelegt	verb
native	adjective
naturgemäß	adverb
natürliche	adjective
nein	adverb
neue	adverb
nichts	adverb
niederdeutsche	adjective
niedere	adjective
niedergedrückt	verb
niedergelegt	verb
niederließ	adverb
niemand	adverb
nochmals	adverb
norddeutsch	adverb
nunmehr	adverb
nächst	verb
nützt	verb
obendrein	adverb
obligat	verb
ockergelb	adverb
oliv	adverb
online	adjective
opus	adverb
orthodoxe	adjective
out	adverb
packt	verb
parallel	adverb
parat	verb
passend	adjective
passt	verb
period	adverb
pfiff	adverb
pi	adverb
plakative	adjective
plant	verb
populäre	adjective
posthum	adverb
postum	adverb
preis	adverb
privat	verb
programme	adjective
präsent	verb
präzisere	adjective
qua	adverb
ran	adverb
rang	adverb
rasant	verb
rechts	adverb
reiche	adjective
reist	verb
relevant	verb
riecht	verb
rief	adverb
riesengroß	adverb
royale	adjective
ruft	verb
ruht	verb
räumt	verb
sakral	adjective
samstags	adverb
sang	adverb
sank	adverb
satt	adverb
saure	adjective
saß	adverb
schafft	verb
schein	adverb
schenkt	verb
schickt	verb
schied	adverb
schlicht	verb
schlug	adverb
schmeckt	verb
schob	adverb
schools	adverb
schraubt	verb
schriftgemäß	adverb
schuld	adverb
schwankt	verb
schwerfällt	verb
schwor	adverb
schwächle	adjective
schwänzt	verb
schwört	verb
schätzt	verb
schützt	verb
sehenswert	verb
seitens	adverb
sekundäre	adjective
selbstbewusst	verb
selbständige	adjective
seltene	adjective
senkrecht	verb
sichergestellt	verb
sinkt	verb
sitzend	adjective
skalare	adjective
sodann	adverb
sodass	adverb
sog	adverb
sogleich	adverb
solide	adjective
solle	adjective
sonne	adjective
sonntags	adverb
sorgt	verb
souverän	adverb
souveräne	adjective
sowjetische	adjective
soziale	adjective
spart	verb
speist	verb
springt	verb
spät	adverb
spätestens	adverb
spürt	verb
staatlicherseits	adverb
starb	adverb
starke	adjective
starrt	verb
stehe	adjective
steigt	verb
stelle	adjective
stetig	adjective
stetige	adjective
steuerfrei	adverb
stillgelegt	verb
stimme	adjective
stirbt	verb
stoppt	verb
strikt	verb
sublim	adverb
survey	adverb
suspekt	verb
südliche	adjective
tausende	adjective
teilnahm	adverb
teilnahmeberechtigt	verb
that	adverb
theta	adverb
tot	adverb
traf	adverb
trauert	verb
travers	adverb
treibt	verb
tritt	verb
tut	adverb
täuscht	verb
umgebaut	verb
umgebene	adjective
umgebracht	verb
umgeformt	verb
umgekehrt	verb
umgesetzt	verb
umgespurt	verb
umsetzt	verb
umsonst	verb
unbeliebt	verb
unbewohnt	verb
ungemein	adverb
ungerecht	verb
unscharf	adverb
unterblieb	verb
untere	adjective
untergebracht	verb
unterging	verb
unterhält	verb
unterlegt	verb
unternahm	verb
unterschrieb	verb
unterstand	verb
unterstellt	verb
unterteilt	verb
unterwegs	adverb
unverletzt	verb
uraufgeführt	verb
variable	adjective
velar	adverb
veranschlagt	verb
verbaut	verb
verblieb	verb
verbot	verb
verdiene	adjective
vereinfacht	verb
vereinigt	verb
vereint	verb
verfassungsrechtliche	adjective
verfügt	verb
vergab	verb
vergebene	adjective
vergleiche	adjective
verhalf	adverb
verknüpft	verb
verlegt	verb
verletze	adjective
verlief	verb
verlieh	adverb
verlässt	verb
vermöge	adjective
vernetzt	verb
verpflegt	verb
versah	verb
verschont	verb
verschoss	adverb
versehene	adjective
verstarb	adverb
verstreut	verb
verstrickt	verb
verständigt	verb
verstärkt	verb
vertagt	verb
vertrieb	adverb
vertritt	verb
verträgt	verb
verwandt	verb
verwarf	adverb
verwirklicht	verb
verzweigt	verb
verübt	verb
vielerlei	adverb
vielerorts	adverb
viereinhalb	adverb
vollzieht	verb
voraus	adverb
vorbeikam	verb
vorerst	verb
vorgeführt	verb
vorgesetzt	verb
vorgestellt	verb
vorgewölbt	verb
vorherrschende	adjective
vorherrscht	verb
vorliegt	verb
vorn	adverb
vornahm	verb
vorsah	verb
vorschreibt	verb
vorstand	verb
vorzeitig	adjective
väterlicherseits	adverb
warb	adverb
warf	adverb
wechselnd	adverb
wegließ	verb
weichgekocht	verb
weicht	verb
weinrot	verb
weitaus	adverb
weitergeführt	verb
weiters	adverb
weißgrau	adverb
welsch	adverb
welsche	adjective
wich	adverb
widerfährt	verb
widerspricht	verb
widerstand	verb
wiederbelebt	verb
wiedergewählt	verb
wiederholt	verb
wirbt	verb
wirft	verb
wirkt	verb
wirst	verb
with	adverb
wodurch	adverb
wofür	adverb
wohnt	verb
wolle	adjective
wollig	adjective
wollt	verb
wonach	adverb
worauf	adverb
woraufhin	adverb
wovon	adverb
wundert	verb
wölbt	verb
würde	adjective
würzig	adjective
zeitgleich	adverb
zeitlebens	adverb
zerbrach	adverb
zerstreut	verb
ziert	verb
zirka	adverb
zog	adverb
zugefügt	verb
zugehört	verb
zugeneigt	verb
zugesandt	verb
zugespitzt	verb
zugeteilt	verb
zugewandt	verb
zuletzt	verb
zumal	verb
zurückfiel	verb
zurückkam	verb
zurücklag	adverb
zustande	adjective
zusteht	verb
zutage	adjective
zwang	adverb
zwecks	adverb
zweigt	verb
zwingt	verb
zygomorph	adverb
ähnliche	adjective
überbetont	verb
überblickt	verb
überdeckt	verb
überdehnt	verb
übergab	verb
überging	verb
überklebt	verb
überschritt	verb
übersetzt	verb
übersprang	adverb
übertraf	adverb
übertreibt	verb
übertrug	verb
überträgt	verb
überwiegt	verb
überwölbt	verb
übt	adverb
